InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
INV16203,P001,Wireless Mouse,10,2023-05-26 20:46:00,39.36,3434,Italy,393.6,2023-05
INV16204,P004,Portable Charger,10,2023-04-22 06:52:00,20.79,7050,United Kingdom,207.89999999999998,2023-04
INV16205,P002,USB-C Cable,5,2023-10-14 23:47:00,90.29,5264,United Kingdom,451.45000000000005,2023-10
INV16206,P008,Gaming Headset,7,2023-08-28 03:34:00,23.82,1891,Sweden,166.74,2023-08
INV16207,P008,Gaming Headset,9,2023-06-04 16:16:00,67.63,5817,Norway,608.67,2023-06
INV16208,P007,Smart LED Bulb,8,2023-01-18 12:15:00,9.78,8181,Sweden,78.24,2023-01
INV16209,P003,Bluetooth Speaker,5,2023-08-09 23:08:00,42.93,7424,Australia,214.65,2023-08
INV16210,P010,Webcam HD,5,2023-06-11 15:23:00,45.99,1079,Italy,229.95000000000002,2023-06
INV16211,P004,Portable Charger,9,2023-10-25 10:36:00,53.03,6832,United Kingdom,477.27,2023-10
INV16212,P009,Phone Holder,6,2023-09-02 05:22:00,60.03,6475,Australia,360.18,2023-09
INV16213,P003,Bluetooth Speaker,10,2023-12-14 03:21:00,80.31,7176,Australia,803.1,2023-12
INV16214,P010,Webcam HD,3,2023-06-03 10:30:00,81.68,3338,Netherlands,245.04000000000002,2023-06
INV16215,P008,Gaming Headset,3,2023-12-22 05:39:00,28.28,5983,Australia,84.84,2023-12
INV16216,P009,Phone Holder,10,2023-05-01 14:53:00,49.99,1898,Italy,499.90000000000003,2023-05
INV16217,P008,Gaming Headset,3,2023-05-21 03:04:00,79.19,4947,Italy,237.57,2023-05
INV16218,P005,Laptop Stand,7,2023-10-31 01:24:00,42.79,1753,Netherlands,299.53,2023-10
INV16219,P002,USB-C Cable,5,2023-10-09 07:41:00,13.26,1789,Australia,66.3,2023-10
INV16220,P009,Phone Holder,7,2023-05-03 22:06:00,52.7,9993,Australia,368.90000000000003,2023-05
INV16221,P009,Phone Holder,9,2023-12-09 21:08:00,94.55,3775,Italy,850.9499999999999,2023-12
INV16222,P005,Laptop Stand,10,2023-07-05 13:19:00,89.5,5027,Netherlands,895.0,2023-07
INV16223,P002,USB-C Cable,9,2023-11-08 02:37:00,64.05,6308,Australia,576.4499999999999,2023-11
INV16224,P002,USB-C Cable,4,2023-08-07 05:33:00,30.94,9851,Spain,123.76,2023-08
INV16225,P004,Portable Charger,2,2023-06-30 06:40:00,56.72,2987,Australia,113.44,2023-06
INV16226,P010,Webcam HD,4,2023-07-15 01:06:00,49.55,2116,France,198.2,2023-07
INV16227,P004,Portable Charger,8,2023-12-26 14:23:00,62.23,5058,Sweden,497.84,2023-12
INV16228,P001,Wireless Mouse,2,2023-04-25 20:55:00,20.19,1455,Germany,40.38,2023-04
INV16229,P007,Smart LED Bulb,4,2023-03-11 18:13:00,52.61,7013,France,210.44,2023-03
INV16230,P001,Wireless Mouse,1,2023-04-22 14:55:00,27.84,2628,Netherlands,27.84,2023-04
INV16231,P003,Bluetooth Speaker,4,2023-02-23 07:11:00,93.18,4970,Australia,372.72,2023-02
INV16232,P004,Portable Charger,2,2023-07-31 23:08:00,77.96,3907,Germany,155.92,2023-07
INV16233,P003,Bluetooth Speaker,8,2023-02-03 03:11:00,22.44,3002,Sweden,179.52,2023-02
INV16234,P010,Webcam HD,7,2023-12-19 08:52:00,22.79,2841,France,159.53,2023-12
INV16235,P010,Webcam HD,6,2023-01-14 05:30:00,90.27,5012,Germany,541.62,2023-01
INV16236,P008,Gaming Headset,8,2023-08-22 03:54:00,42.89,1225,United Kingdom,343.12,2023-08
INV16237,P001,Wireless Mouse,2,2023-02-27 15:48:00,95.37,7163,Netherlands,190.74,2023-02
INV16238,P004,Portable Charger,3,2023-08-03 02:28:00,85.74,9676,Spain,257.21999999999997,2023-08
INV16239,P005,Laptop Stand,4,2023-12-17 05:22:00,15.8,2191,Netherlands,63.2,2023-12
INV16240,P005,Laptop Stand,8,2023-08-10 16:33:00,46.36,2888,Germany,370.88,2023-08
INV16241,P008,Gaming Headset,1,2023-11-26 06:41:00,6.03,8907,France,6.03,2023-11
INV16242,P009,Phone Holder,3,2023-01-25 03:50:00,85.16,1872,United Kingdom,255.48,2023-01
INV16243,P010,Webcam HD,4,2023-01-08 01:00:00,86.8,9934,Spain,347.2,2023-01
INV16244,P005,Laptop Stand,10,2023-03-25 00:51:00,21.98,4357,France,219.8,2023-03
INV16245,P002,USB-C Cable,7,2023-01-10 04:31:00,7.38,4517,France,51.66,2023-01
INV16246,P005,Laptop Stand,2,2023-06-19 23:35:00,18.19,6739,France,36.38,2023-06
INV16247,P008,Gaming Headset,7,2023-04-27 15:18:00,39.29,1703,France,275.03,2023-04
INV16248,P002,USB-C Cable,4,2023-03-23 08:09:00,14.38,8656,Netherlands,57.52,2023-03
INV16249,P005,Laptop Stand,3,2023-06-06 15:14:00,20.91,7328,Norway,62.730000000000004,2023-06
INV16250,P001,Wireless Mouse,2,2023-03-02 18:14:00,43.08,9282,Germany,86.16,2023-03
INV16251,P002,USB-C Cable,7,2023-12-07 23:48:00,80.49,9798,Australia,563.43,2023-12
INV16252,P003,Bluetooth Speaker,10,2023-01-06 03:22:00,22.05,2570,Netherlands,220.5,2023-01
INV16253,P004,Portable Charger,9,2023-10-17 01:40:00,88.09,3773,Australia,792.8100000000001,2023-10
INV16254,P008,Gaming Headset,4,2023-01-12 11:05:00,21.21,1668,Italy,84.84,2023-01
INV16255,P002,USB-C Cable,8,2023-09-04 03:07:00,24.83,1379,Italy,198.64,2023-09
INV16256,P001,Wireless Mouse,6,2023-05-24 17:34:00,12.37,9550,Italy,74.22,2023-05
INV16257,P002,USB-C Cable,1,2023-09-07 13:25:00,7.61,6281,Netherlands,7.61,2023-09
INV16258,P001,Wireless Mouse,9,2023-07-08 22:21:00,52.67,3683,Sweden,474.03000000000003,2023-07
INV16259,P005,Laptop Stand,7,2023-12-23 08:40:00,47.43,4812,Norway,332.01,2023-12
INV16260,P009,Phone Holder,5,2023-11-14 14:31:00,47.95,9063,United Kingdom,239.75,2023-11
INV16261,P001,Wireless Mouse,9,2023-06-15 10:59:00,99.64,8364,Australia,896.76,2023-06
INV16262,P005,Laptop Stand,5,2023-01-30 08:56:00,37.28,9354,Spain,186.4,2023-01
INV16263,P006,Notebook Cooler,6,2023-01-06 15:56:00,13.0,3677,Norway,78.0,2023-01
INV16264,P003,Bluetooth Speaker,8,2023-11-19 08:35:00,28.03,3253,Sweden,224.24,2023-11
INV16265,P003,Bluetooth Speaker,10,2023-01-19 18:51:00,16.19,9964,Spain,161.9,2023-01
INV16266,P003,Bluetooth Speaker,1,2023-09-20 21:02:00,15.25,3582,Germany,15.25,2023-09
INV16267,P004,Portable Charger,5,2023-01-21 03:53:00,45.58,4202,Australia,227.89999999999998,2023-01
INV16268,P009,Phone Holder,1,2023-02-23 03:41:00,89.15,1647,Netherlands,89.15,2023-02
INV16269,P001,Wireless Mouse,3,2023-08-09 12:40:00,8.94,6157,Germany,26.82,2023-08
INV16270,P002,USB-C Cable,8,2023-07-18 21:54:00,86.31,8776,Germany,690.48,2023-07
INV16271,P002,USB-C Cable,8,2023-02-05 16:45:00,68.49,5448,Sweden,547.92,2023-02
INV16272,P006,Notebook Cooler,8,2023-11-14 05:11:00,91.67,7644,Spain,733.36,2023-11
INV16273,P002,USB-C Cable,3,2023-07-05 09:44:00,83.8,8337,United Kingdom,251.39999999999998,2023-07
INV16274,P005,Laptop Stand,5,2023-02-28 10:28:00,94.3,9886,Sweden,471.5,2023-02
INV16275,P002,USB-C Cable,10,2023-02-15 11:13:00,91.82,2635,Italy,918.1999999999999,2023-02
INV16276,P006,Notebook Cooler,7,2023-12-30 23:28:00,80.59,7588,Norway,564.13,2023-12
INV16277,P008,Gaming Headset,7,2023-02-21 20:46:00,60.52,6543,France,423.64000000000004,2023-02
INV16278,P005,Laptop Stand,10,2023-10-18 14:52:00,75.09,2579,Norway,750.9000000000001,2023-10
INV16279,P001,Wireless Mouse,10,2023-04-22 14:44:00,80.06,8370,Australia,800.6,2023-04
INV16280,P005,Laptop Stand,6,2023-02-24 16:29:00,93.54,8916,Norway,561.24,2023-02
INV16281,P001,Wireless Mouse,3,2023-04-22 02:21:00,68.22,1068,Italy,204.66,2023-04
INV16282,P006,Notebook Cooler,4,2023-08-11 08:05:00,47.95,3656,Norway,191.8,2023-08
INV16283,P008,Gaming Headset,3,2023-08-23 21:45:00,86.89,3437,United Kingdom,260.67,2023-08
INV16284,P010,Webcam HD,6,2023-05-13 22:55:00,55.55,9587,Sweden,333.29999999999995,2023-05
INV16285,P008,Gaming Headset,4,2023-09-20 16:45:00,72.33,9173,France,289.32,2023-09
INV16286,P008,Gaming Headset,3,2023-05-19 11:32:00,25.42,6561,Norway,76.26,2023-05
INV16287,P001,Wireless Mouse,3,2023-07-05 15:19:00,7.85,4976,Sweden,23.549999999999997,2023-07
INV16288,P007,Smart LED Bulb,7,2023-05-23 07:42:00,72.82,9659,Italy,509.73999999999995,2023-05
INV16289,P007,Smart LED Bulb,5,2023-07-28 06:10:00,30.32,8453,Spain,151.6,2023-07
INV16290,P010,Webcam HD,9,2023-06-19 07:33:00,35.31,7437,Netherlands,317.79,2023-06
INV16291,P003,Bluetooth Speaker,4,2023-02-26 09:22:00,57.54,7820,Norway,230.16,2023-02
INV16292,P007,Smart LED Bulb,3,2023-04-24 05:55:00,49.97,6463,Spain,149.91,2023-04
INV16293,P004,Portable Charger,5,2023-01-03 03:57:00,94.21,3589,United Kingdom,471.04999999999995,2023-01
INV16294,P002,USB-C Cable,7,2023-11-05 20:09:00,23.47,5426,United Kingdom,164.29,2023-11
INV16295,P002,USB-C Cable,5,2023-04-07 23:42:00,13.73,7526,Spain,68.65,2023-04
INV16296,P005,Laptop Stand,6,2023-05-09 22:13:00,97.37,7809,Spain,584.22,2023-05
INV16297,P007,Smart LED Bulb,3,2023-11-02 12:52:00,22.29,4557,Spain,66.87,2023-11
INV16298,P006,Notebook Cooler,8,2023-01-24 09:56:00,31.91,5363,Netherlands,255.28,2023-01
INV16299,P006,Notebook Cooler,2,2023-08-12 04:10:00,24.32,5759,France,48.64,2023-08
INV16300,P002,USB-C Cable,2,2023-03-18 15:25:00,49.38,5344,Italy,98.76,2023-03
INV16301,P005,Laptop Stand,10,2023-08-31 01:58:00,50.41,5732,France,504.09999999999997,2023-08
INV16302,P002,USB-C Cable,9,2023-08-06 22:20:00,22.07,5919,Australia,198.63,2023-08
INV16303,P004,Portable Charger,9,2023-03-21 20:27:00,90.43,2222,France,813.8700000000001,2023-03
INV16304,P010,Webcam HD,2,2023-03-31 13:52:00,97.98,7682,Italy,195.96,2023-03
INV16305,P008,Gaming Headset,10,2023-05-07 10:32:00,90.7,7347,Italy,907.0,2023-05
INV16306,P003,Bluetooth Speaker,10,2023-12-31 21:30:00,99.12,3843,Italy,991.2,2023-12
INV16307,P008,Gaming Headset,4,2023-08-24 08:28:00,25.37,9655,Norway,101.48,2023-08
INV16308,P006,Notebook Cooler,10,2023-03-28 02:39:00,39.21,1034,United Kingdom,392.1,2023-03
INV16309,P008,Gaming Headset,6,2023-03-28 19:41:00,29.8,2233,Sweden,178.8,2023-03
INV16310,P004,Portable Charger,5,2023-12-16 14:28:00,88.93,3906,Spain,444.65000000000003,2023-12
INV16311,P001,Wireless Mouse,6,2023-12-05 23:51:00,82.21,3810,Italy,493.26,2023-12
INV16312,P006,Notebook Cooler,4,2023-02-25 12:02:00,7.44,9243,Germany,29.76,2023-02
INV16313,P003,Bluetooth Speaker,5,2023-10-22 13:11:00,98.07,4909,Norway,490.34999999999997,2023-10
INV16314,P009,Phone Holder,7,2023-05-03 07:51:00,34.31,1777,Germany,240.17000000000002,2023-05
INV16315,P005,Laptop Stand,7,2023-01-10 15:29:00,45.45,7377,Germany,318.15000000000003,2023-01
INV16316,P001,Wireless Mouse,7,2023-10-28 21:32:00,28.02,8305,Italy,196.14,2023-10
INV16317,P010,Webcam HD,2,2023-04-18 01:37:00,80.9,2046,Sweden,161.8,2023-04
INV16318,P008,Gaming Headset,10,2023-01-27 22:10:00,41.65,1146,Australia,416.5,2023-01
INV16319,P002,USB-C Cable,5,2023-11-15 18:35:00,12.93,1147,Germany,64.65,2023-11
INV16320,P002,USB-C Cable,3,2023-08-20 20:48:00,5.21,4129,Germany,15.629999999999999,2023-08
INV16321,P007,Smart LED Bulb,1,2023-01-02 04:47:00,91.43,1863,France,91.43,2023-01
INV16322,P008,Gaming Headset,3,2023-10-30 15:33:00,79.97,9379,Spain,239.91,2023-10
INV16323,P003,Bluetooth Speaker,2,2023-05-06 17:18:00,10.71,7407,Germany,21.42,2023-05
INV16324,P005,Laptop Stand,10,2023-08-04 01:44:00,18.4,1601,Norway,184.0,2023-08
INV16325,P010,Webcam HD,7,2023-10-05 05:40:00,63.7,8416,Sweden,445.90000000000003,2023-10
INV16326,P005,Laptop Stand,3,2023-01-24 14:35:00,93.49,2105,Italy,280.46999999999997,2023-01
INV16327,P002,USB-C Cable,5,2023-07-16 09:06:00,17.96,7426,United Kingdom,89.80000000000001,2023-07
INV16328,P008,Gaming Headset,4,2023-12-22 14:19:00,21.11,9736,Australia,84.44,2023-12
INV16329,P002,USB-C Cable,6,2023-09-26 03:00:00,21.12,6276,Italy,126.72,2023-09
INV16330,P008,Gaming Headset,6,2023-12-09 15:14:00,71.27,4495,Norway,427.62,2023-12
INV16331,P010,Webcam HD,9,2023-05-05 02:35:00,61.34,1470,Netherlands,552.0600000000001,2023-05
INV16332,P006,Notebook Cooler,8,2023-12-14 23:12:00,59.6,9759,Spain,476.8,2023-12
INV16333,P007,Smart LED Bulb,8,2023-11-13 10:17:00,6.51,6109,Germany,52.08,2023-11
INV16334,P001,Wireless Mouse,6,2023-06-09 01:08:00,62.5,9773,Germany,375.0,2023-06
INV16335,P006,Notebook Cooler,1,2023-07-24 10:18:00,82.64,4766,United Kingdom,82.64,2023-07
INV16336,P004,Portable Charger,6,2023-11-12 18:35:00,75.5,3185,Sweden,453.0,2023-11
INV16337,P006,Notebook Cooler,9,2023-10-26 10:02:00,63.8,7276,Australia,574.1999999999999,2023-10
INV16338,P001,Wireless Mouse,10,2023-11-02 05:04:00,25.09,6034,Norway,250.9,2023-11
INV16339,P007,Smart LED Bulb,1,2023-12-21 00:25:00,36.03,2341,France,36.03,2023-12
INV16340,P002,USB-C Cable,1,2023-03-06 12:26:00,52.54,3122,Australia,52.54,2023-03
INV16341,P003,Bluetooth Speaker,3,2023-10-04 11:33:00,34.53,5681,Germany,103.59,2023-10
INV16342,P009,Phone Holder,1,2023-04-06 03:22:00,86.19,6656,Italy,86.19,2023-04
INV16343,P001,Wireless Mouse,9,2023-09-12 03:54:00,98.35,4836,Netherlands,885.15,2023-09
INV16344,P007,Smart LED Bulb,6,2023-06-25 01:20:00,36.95,5528,Spain,221.70000000000002,2023-06
INV16345,P008,Gaming Headset,8,2023-08-29 22:03:00,8.62,8327,Australia,68.96,2023-08
INV16346,P006,Notebook Cooler,6,2023-12-01 01:11:00,90.12,8960,Italy,540.72,2023-12
INV16347,P009,Phone Holder,6,2023-04-23 15:44:00,36.37,3792,France,218.21999999999997,2023-04
INV16348,P006,Notebook Cooler,9,2023-07-31 11:48:00,44.83,1841,Germany,403.46999999999997,2023-07
INV16349,P008,Gaming Headset,6,2023-05-04 17:10:00,85.95,8869,France,515.7,2023-05
INV16350,P010,Webcam HD,5,2023-11-08 17:40:00,36.14,3655,Spain,180.7,2023-11
INV16351,P010,Webcam HD,7,2023-12-28 10:21:00,29.21,1864,France,204.47,2023-12
INV16352,P001,Wireless Mouse,4,2023-09-05 03:46:00,30.57,8170,United Kingdom,122.28,2023-09
INV16353,P001,Wireless Mouse,9,2023-07-10 22:46:00,77.16,6611,Germany,694.4399999999999,2023-07
INV16354,P003,Bluetooth Speaker,5,2023-04-15 11:52:00,44.41,6240,Norway,222.04999999999998,2023-04
INV16355,P006,Notebook Cooler,4,2023-09-06 02:18:00,11.57,4304,Norway,46.28,2023-09
INV16356,P007,Smart LED Bulb,4,2023-08-31 23:59:00,20.3,5658,Australia,81.2,2023-08
INV16357,P002,USB-C Cable,5,2023-04-06 06:36:00,73.69,3745,United Kingdom,368.45,2023-04
INV16358,P005,Laptop Stand,1,2023-09-15 21:31:00,18.37,7518,Spain,18.37,2023-09
INV16359,P004,Portable Charger,5,2023-10-24 19:37:00,12.24,9637,Norway,61.2,2023-10
INV16360,P009,Phone Holder,8,2023-05-18 12:29:00,47.64,9540,France,381.12,2023-05
INV16361,P007,Smart LED Bulb,6,2023-05-18 07:54:00,67.61,9316,United Kingdom,405.65999999999997,2023-05
INV16362,P005,Laptop Stand,2,2023-02-18 00:40:00,50.69,7301,United Kingdom,101.38,2023-02
INV16363,P004,Portable Charger,4,2023-06-18 12:07:00,10.81,7122,Italy,43.24,2023-06
INV16364,P005,Laptop Stand,2,2023-08-08 10:40:00,28.73,8043,United Kingdom,57.46,2023-08
INV16365,P003,Bluetooth Speaker,1,2023-05-26 01:33:00,13.28,8720,Sweden,13.28,2023-05
INV16366,P009,Phone Holder,1,2023-04-26 07:17:00,69.99,2094,United Kingdom,69.99,2023-04
INV16367,P010,Webcam HD,4,2023-10-30 13:27:00,51.12,7769,Norway,204.48,2023-10
INV16368,P008,Gaming Headset,8,2023-11-28 06:17:00,27.82,7816,Netherlands,222.56,2023-11
INV16369,P008,Gaming Headset,7,2023-08-15 13:46:00,38.92,5895,Netherlands,272.44,2023-08
INV16370,P010,Webcam HD,1,2023-06-01 11:32:00,28.77,9261,Germany,28.77,2023-06
INV16371,P010,Webcam HD,6,2023-07-02 03:08:00,24.19,2819,Germany,145.14000000000001,2023-07
INV16372,P001,Wireless Mouse,3,2023-10-06 00:45:00,64.3,6163,Netherlands,192.89999999999998,2023-10
INV16373,P004,Portable Charger,4,2023-02-05 21:51:00,56.05,3216,Spain,224.2,2023-02
INV16374,P004,Portable Charger,4,2023-03-01 21:20:00,24.55,2144,Italy,98.2,2023-03
INV16375,P009,Phone Holder,6,2023-09-02 22:20:00,75.94,1466,Norway,455.64,2023-09
INV16376,P001,Wireless Mouse,3,2023-10-02 04:05:00,28.79,8080,France,86.37,2023-10
INV16377,P007,Smart LED Bulb,1,2023-10-08 17:13:00,46.8,2738,Netherlands,46.8,2023-10
INV16378,P002,USB-C Cable,5,2023-08-11 14:39:00,82.42,8823,Australia,412.1,2023-08
INV16379,P003,Bluetooth Speaker,2,2023-11-02 21:10:00,96.12,5008,Italy,192.24,2023-11
INV16380,P003,Bluetooth Speaker,8,2023-11-27 07:26:00,28.68,3855,Italy,229.44,2023-11
INV16381,P001,Wireless Mouse,7,2023-08-27 06:05:00,83.38,3766,Netherlands,583.66,2023-08
INV16382,P003,Bluetooth Speaker,1,2023-04-25 19:42:00,26.74,6918,Sweden,26.74,2023-04
INV16383,P010,Webcam HD,4,2023-11-27 13:21:00,48.9,2829,France,195.6,2023-11
INV16384,P006,Notebook Cooler,9,2023-05-12 14:36:00,56.02,9695,Sweden,504.18,2023-05
INV16385,P010,Webcam HD,2,2023-08-07 13:36:00,83.86,6869,Germany,167.72,2023-08
INV16386,P007,Smart LED Bulb,6,2023-02-18 22:44:00,76.17,5526,Netherlands,457.02,2023-02
INV16387,P007,Smart LED Bulb,5,2023-08-06 09:08:00,46.09,6266,France,230.45000000000002,2023-08
INV16388,P004,Portable Charger,10,2023-01-05 07:11:00,7.87,2188,Netherlands,78.7,2023-01
INV16389,P003,Bluetooth Speaker,5,2023-04-24 17:59:00,97.94,9623,Australia,489.7,2023-04
INV16390,P008,Gaming Headset,9,2023-09-24 03:11:00,36.37,9088,United Kingdom,327.33,2023-09
INV16391,P002,USB-C Cable,9,2023-12-09 04:33:00,77.4,6679,United Kingdom,696.6,2023-12
INV16392,P002,USB-C Cable,5,2023-10-01 14:42:00,47.89,1712,Spain,239.45,2023-10
INV16393,P007,Smart LED Bulb,8,2023-04-15 07:31:00,77.08,6631,United Kingdom,616.64,2023-04
INV16394,P003,Bluetooth Speaker,9,2023-01-21 06:52:00,10.44,6072,Germany,93.96,2023-01
INV16395,P008,Gaming Headset,8,2023-01-24 15:08:00,83.72,9114,Spain,669.76,2023-01
INV16396,P005,Laptop Stand,7,2023-02-01 05:36:00,68.93,2734,Australia,482.51000000000005,2023-02
INV16397,P002,USB-C Cable,4,2023-08-06 01:11:00,6.19,8984,France,24.76,2023-08
INV16398,P002,USB-C Cable,7,2023-07-15 07:02:00,38.25,6302,France,267.75,2023-07
INV16399,P008,Gaming Headset,6,2023-07-30 03:19:00,66.52,9238,Spain,399.12,2023-07
INV16400,P003,Bluetooth Speaker,9,2023-10-18 23:44:00,51.54,9226,Netherlands,463.86,2023-10
INV16401,P002,USB-C Cable,6,2023-02-08 00:46:00,45.18,7410,Sweden,271.08,2023-02
INV16402,P009,Phone Holder,2,2023-09-11 01:27:00,39.06,8669,Germany,78.12,2023-09
INV16403,P006,Notebook Cooler,6,2023-10-30 20:01:00,69.35,2326,Australia,416.09999999999997,2023-10
INV16404,P007,Smart LED Bulb,9,2023-08-08 13:22:00,98.13,4924,Australia,883.17,2023-08
INV16405,P004,Portable Charger,7,2023-07-02 16:31:00,43.7,1231,Netherlands,305.90000000000003,2023-07
INV16406,P010,Webcam HD,6,2023-08-17 08:16:00,16.34,7771,Germany,98.03999999999999,2023-08
INV16407,P002,USB-C Cable,4,2023-05-31 18:27:00,60.77,7804,Spain,243.08,2023-05
INV16408,P003,Bluetooth Speaker,3,2023-07-09 21:47:00,91.1,2222,Sweden,273.29999999999995,2023-07
INV16409,P003,Bluetooth Speaker,6,2023-10-15 13:50:00,62.66,2103,France,375.96,2023-10
INV16410,P002,USB-C Cable,3,2023-11-09 20:47:00,90.84,8389,Italy,272.52,2023-11
INV16411,P009,Phone Holder,7,2023-12-20 22:56:00,57.58,9611,Norway,403.06,2023-12
INV16412,P010,Webcam HD,9,2023-10-25 08:28:00,75.25,2397,Australia,677.25,2023-10
INV16413,P004,Portable Charger,1,2023-09-11 01:04:00,20.39,1834,Italy,20.39,2023-09
INV16414,P004,Portable Charger,7,2023-05-14 09:41:00,22.14,6694,Germany,154.98000000000002,2023-05
INV16415,P007,Smart LED Bulb,5,2023-04-07 22:54:00,27.33,2974,France,136.64999999999998,2023-04
INV16416,P008,Gaming Headset,5,2023-10-23 04:17:00,60.71,1163,Germany,303.55,2023-10
INV16417,P008,Gaming Headset,7,2023-05-29 09:39:00,97.44,2482,Sweden,682.0799999999999,2023-05
INV16418,P007,Smart LED Bulb,4,2023-12-06 20:00:00,99.64,1278,Sweden,398.56,2023-12
INV16419,P006,Notebook Cooler,6,2023-06-14 17:31:00,82.17,1072,Australia,493.02,2023-06
INV16420,P003,Bluetooth Speaker,3,2023-05-21 06:46:00,6.15,4089,Netherlands,18.450000000000003,2023-05
INV16421,P007,Smart LED Bulb,8,2023-05-31 01:35:00,65.91,6780,Norway,527.28,2023-05
INV16422,P008,Gaming Headset,6,2023-10-13 03:34:00,63.93,5740,France,383.58,2023-10
INV16423,P010,Webcam HD,9,2023-08-14 06:56:00,81.04,1030,Italy,729.36,2023-08
INV16424,P001,Wireless Mouse,1,2023-06-08 01:53:00,86.24,3610,Norway,86.24,2023-06
INV16425,P004,Portable Charger,1,2023-06-08 17:51:00,76.48,6055,Sweden,76.48,2023-06
INV16426,P003,Bluetooth Speaker,8,2023-08-10 19:22:00,87.16,7241,Spain,697.28,2023-08
INV16427,P006,Notebook Cooler,3,2023-06-16 22:45:00,79.77,7769,Germany,239.31,2023-06
INV16428,P002,USB-C Cable,9,2023-04-21 03:13:00,6.22,4978,Sweden,55.98,2023-04
INV16429,P001,Wireless Mouse,7,2023-08-28 22:41:00,53.03,7767,France,371.21000000000004,2023-08
INV16430,P002,USB-C Cable,9,2023-09-01 19:46:00,23.99,2049,Germany,215.91,2023-09
INV16431,P002,USB-C Cable,3,2023-02-27 05:40:00,49.33,1491,Spain,147.99,2023-02
INV16432,P007,Smart LED Bulb,7,2023-10-08 07:16:00,42.36,7427,Italy,296.52,2023-10
INV16433,P008,Gaming Headset,3,2023-02-23 14:54:00,66.75,3594,Australia,200.25,2023-02
INV16434,P006,Notebook Cooler,10,2023-07-23 19:16:00,36.95,4153,Spain,369.5,2023-07
INV16435,P008,Gaming Headset,10,2023-02-05 20:40:00,73.13,5556,United Kingdom,731.3,2023-02
INV16436,P004,Portable Charger,8,2023-09-21 00:53:00,25.78,4242,Germany,206.24,2023-09
INV16437,P004,Portable Charger,3,2023-07-02 17:22:00,75.27,3066,Norway,225.81,2023-07
INV16438,P006,Notebook Cooler,7,2023-11-25 20:46:00,83.89,6608,United Kingdom,587.23,2023-11
INV16439,P004,Portable Charger,1,2023-09-26 19:25:00,43.27,8451,Sweden,43.27,2023-09
INV16440,P001,Wireless Mouse,8,2023-02-18 19:56:00,16.95,7521,Netherlands,135.6,2023-02
INV16441,P003,Bluetooth Speaker,5,2023-08-01 16:59:00,80.57,2183,Sweden,402.84999999999997,2023-08
INV16442,P006,Notebook Cooler,3,2023-06-23 06:37:00,53.23,3772,United Kingdom,159.69,2023-06
INV16443,P002,USB-C Cable,6,2023-03-29 23:12:00,31.27,8648,Norway,187.62,2023-03
INV16444,P008,Gaming Headset,7,2023-07-15 07:57:00,59.56,5031,Australia,416.92,2023-07
INV16445,P002,USB-C Cable,7,2023-09-14 08:29:00,46.84,6675,France,327.88,2023-09
INV16446,P009,Phone Holder,3,2023-04-08 11:40:00,71.8,7336,Germany,215.39999999999998,2023-04
INV16447,P010,Webcam HD,6,2023-07-15 19:15:00,72.3,1388,France,433.79999999999995,2023-07
INV16448,P010,Webcam HD,5,2023-07-11 21:42:00,60.14,5857,Spain,300.7,2023-07
INV16449,P005,Laptop Stand,6,2023-11-30 12:27:00,50.62,7705,Australia,303.71999999999997,2023-11
INV16450,P002,USB-C Cable,4,2023-11-15 03:53:00,37.61,6569,United Kingdom,150.44,2023-11
INV16451,P001,Wireless Mouse,10,2023-03-07 19:55:00,71.26,6679,Australia,712.6,2023-03
INV16452,P008,Gaming Headset,9,2023-05-17 12:56:00,18.46,4412,Netherlands,166.14000000000001,2023-05
INV16453,P010,Webcam HD,4,2023-10-07 08:18:00,81.67,2917,Italy,326.68,2023-10
INV16454,P002,USB-C Cable,3,2023-12-01 17:23:00,7.92,7272,Germany,23.759999999999998,2023-12
INV16455,P009,Phone Holder,6,2023-06-17 07:00:00,43.93,9700,Norway,263.58,2023-06
INV16456,P009,Phone Holder,1,2023-11-16 04:33:00,17.9,3291,United Kingdom,17.9,2023-11
INV16457,P004,Portable Charger,4,2023-03-14 23:05:00,94.63,3587,United Kingdom,378.52,2023-03
INV16458,P010,Webcam HD,10,2023-11-07 21:01:00,42.62,8810,Australia,426.2,2023-11
INV16459,P004,Portable Charger,8,2023-04-30 08:12:00,94.7,4266,Norway,757.6,2023-04
INV16460,P004,Portable Charger,5,2023-07-02 04:55:00,52.81,7149,Netherlands,264.05,2023-07
INV16461,P007,Smart LED Bulb,8,2023-01-01 16:47:00,48.7,2648,United Kingdom,389.6,2023-01
INV16462,P006,Notebook Cooler,7,2023-08-26 08:51:00,51.59,5702,Spain,361.13,2023-08
INV16463,P010,Webcam HD,7,2023-12-23 03:57:00,50.44,6204,Italy,353.08,2023-12
INV16464,P007,Smart LED Bulb,8,2023-05-27 12:41:00,62.1,2243,Australia,496.8,2023-05
INV16465,P005,Laptop Stand,10,2023-01-05 02:31:00,61.08,6598,Italy,610.8,2023-01
INV16466,P007,Smart LED Bulb,9,2023-12-27 13:26:00,75.9,4949,United Kingdom,683.1,2023-12
